Reference area;Source type;Sex;Occupational injuries;Time;Total;Migrants;Non migrants;EU Migrants;Migrants excluding EU;Unknown
Spain;Insurance records;Total;Temporary incapacity;2011;459075;;406126;16364;36472;113
Spain;Insurance records;Male;Total;2011;334133;;294990;12656;26406;81
Spain;Insurance records;Male;Permanent incapacity;2011;6542;;5877;258;405;2
Spain;Insurance records;Male;Temporary incapacity;2011;327591;;289113;12398;26001;79
Spain;Insurance records;Female;Total;2011;133339;;118760;4003;10542;34
Spain;Insurance records;Female;Permanent incapacity;2011;1855;;1747;37;71;0
Spain;Insurance records;Female;Temporary incapacity;2011;131484;;117013;3966;10471;34
Spain;Insurance records;Total;Total;2012;355811;;316984;12646;26147;34
Spain;Insurance records;Total;Permanent incapacity;2012;6361;;5799;223;339;0
Spain;Insurance records;Total;Temporary incapacity;2012;349450;;311185;12423;25808;34
Spain;Insurance records;Male;Total;2012;249725;;221709;9317;18681;18
Spain;Insurance records;Male;Permanent incapacity;2012;4869;;4407;179;283;0
Spain;Insurance records;Male;Temporary incapacity;2012;244856;;217302;9138;18398;18
Spain;Insurance records;Female;Total;2012;106086;;95275;3329;7466;16
Spain;Insurance records;Female;Permanent incapacity;2012;1492;;1392;44;56;0
Spain;Insurance records;Female;Temporary incapacity;2012;104594;;93883;3285;7410;16
Spain;Insurance records;Total;Total;2013;370177;;334020;12031;24111;15
Spain;Insurance records;Total;Permanent incapacity;2013;8905;;8157;277;469;2
Spain;Insurance records;Total;Temporary incapacity;2013;361272;;325863;11754;23642;13
Spain;Insurance records;Male;Total;2013;253485;;227536;8773;17167;9
Spain;Insurance records;Male;Permanent incapacity;2013;6474;;5884;218;370;2
Spain;Insurance records;Male;Temporary incapacity;2013;247011;;221652;8555;16797;7
Spain;Insurance records;Female;Total;2013;116692;;106484;3258;6944;6
Spain;Insurance records;Female;Permanent incapacity;2013;2431;;2273;59;99;0
Spain;Insurance records;Female;Temporary incapacity;2013;114261;;104211;3199;6845;6
Spain;Insurance records;Total;Total;2014;387441;;351612;12744;23063;22
Spain;Insurance records;Total;Permanent incapacity;2014;9107;;8332;296;477;2
Spain;Insurance records;Total;Temporary incapacity;2014;378334;;343280;12448;22586;20
Spain;Insurance records;Male;Total;2014;264011;;237962;9164;16867;18
Spain;Insurance records;Male;Permanent incapacity;2014;6566;;5950;231;383;2
Spain;Insurance records;Male;Temporary incapacity;2014;257445;;232012;8933;16484;16
Spain;Insurance records;Female;Total;2014;123430;;113650;3580;6196;4
Spain;Insurance records;Female;Permanent incapacity;2014;2541;;2382;65;94;0
Spain;Insurance records;Female;Temporary incapacity;2014;120889;;111268;3515;6102;4
Spain;Insurance records;Total;Total;2015;413755;;374537;14161;25038;19
Spain;Insurance records;Total;Permanent incapacity;2015;10658;;9808;370;480;0
Spain;Insurance records;Total;Temporary incapacity;2015;403097;;364729;13791;24558;19
Spain;Insurance records;Male;Total;2015;284240;;255191;10295;18741;13
Spain;Insurance records;Male;Permanent incapacity;2015;7594;;6896;303;395;0
Spain;Insurance records;Male;Temporary incapacity;2015;276646;;248295;9992;18346;13
Spain;Insurance records;Female;Total;2015;129515;;119346;3866;6297;6
Spain;Insurance records;Female;Permanent incapacity;2015;3064;;2912;67;85;0
Spain;Insurance records;Female;Temporary incapacity;2015;126451;;116434;3799;6212;6
Spain;Insurance records;Total;Total;2016;487494;49136;438358;;;
Spain;Insurance records;Total;Permanent incapacity;2016;1372;145;1227;;;
Spain;Insurance records;Total;Temporary incapacity;2016;486122;48991;437131;;;
Spain;Insurance records;Male;Total;2016;338286;36603;301683;;;
Spain;Insurance records;Male;Permanent incapacity;2016;1096;125;971;;;
Spain;Insurance records;Male;Temporary incapacity;2016;337190;36478;300712;;;
Spain;Insurance records;Female;Total;2016;149208;12533;136675;;;
Spain;Insurance records;Female;Permanent incapacity;2016;276;20;256;;;
Spain;Insurance records;Female;Temporary incapacity;2016;148932;12513;136419;;;
Sri Lanka;Labour inspectorate records;Total;Total;2014;1405;;;;;
Sri Lanka;Labour inspectorate records;Total;Permanent incapacity;2014;113;;;;;
Sri Lanka;Labour inspectorate records;Total;Temporary incapacity;2014;1292;;;;;
Sri Lanka;Labour inspectorate records;Male;Total;2014;1073;;;;;
Sri Lanka;Labour inspectorate records;Male;Permanent incapacity;2014;20;;;;;
Sri Lanka;Labour inspectorate records;Male;Temporary incapacity;2014;312;;;;;
Sri Lanka;Labour inspectorate records;Female;Total;2014;332;;;;;
Sri Lanka;Labour inspectorate records;Female;Permanent incapacity;2014;20;;;;;
Sri Lanka;Labour inspectorate records;Female;Temporary incapacity;2014;312;;;;;
Sri Lanka;Labour inspectorate records;Total;Total;2015;1313;;;;;
Sri Lanka;Labour inspectorate records;Total;Permanent incapacity;2015;64;;;;;
Sri Lanka;Labour inspectorate records;Total;Temporary incapacity;2015;1249;;;;;
Sri Lanka;Labour inspectorate records;Male;Total;2015;1011;;;;;
Sri Lanka;Labour inspectorate records;Male;Permanent incapacity;2015;50;;;;;
Sri Lanka;Labour inspectorate records;Male;Temporary incapacity;2015;961;;;;;
Sri Lanka;Labour inspectorate records;Female;Total;2015;302;;;;;
Sri Lanka;Labour inspectorate records;Female;Permanent incapacity;2015;14;;;;;
Sri Lanka;Labour inspectorate records;Female;Temporary incapacity;2015;288;;;;;
Sri Lanka;Labour inspectorate records;Total;Total;2016;1405;;;;;
Sri Lanka;Labour inspectorate records;Total;Permanent incapacity;2016;84;;;;;
Sri Lanka;Labour inspectorate records;Total;Temporary incapacity;2016;1321;;;;;
Sri Lanka;Labour inspectorate records;Male;Total;2016;1105;;;;;
Sri Lanka;Labour inspectorate records;Male;Permanent incapacity;2016;72;;;;;
Sri Lanka;Labour inspectorate records;Male;Temporary incapacity;2016;1033;;;;;
Sri Lanka;Labour inspectorate records;Female;Total;2016;300;;;;;
Sri Lanka;Labour inspectorate records;Female;Permanent incapacity;2016;12;;;;;
Sri Lanka;Labour inspectorate records;Female;Temporary incapacity;2016;340;;;;;
Sri Lanka;Labour inspectorate records;Total;Total;2017;1564;;;;;
Sri Lanka;Labour inspectorate records;Total;Permanent incapacity;2017;91;;;;;
Sri Lanka;Labour inspectorate records;Total;Temporary incapacity;2017;1473;;;;;
Sri Lanka;Labour inspectorate records;Male;Total;2017;1203;;;;;
Sri Lanka;Labour inspectorate records;Male;Permanent incapacity;2017;70;;;;;
Sri Lanka;Labour inspectorate records;Male;Temporary incapacity;2017;1133;;;;;
Sri Lanka;Labour inspectorate records;Female;Total;2017;361;;;;;
Sri Lanka;Labour inspectorate records;Female;Permanent incapacity;2017;21;;;;;
Sri Lanka;Labour inspectorate records;Female;Temporary incapacity;2017;340;;;;;
Sri Lanka;Labour inspectorate records;Total;Total;2018;1492;;;;;
Sri Lanka;Labour inspectorate records;Total;Permanent incapacity;2018;101;;;;;
Sri Lanka;Labour inspectorate records;Total;Temporary incapacity;2018;1391;;;;;
Sri Lanka;Labour inspectorate records;Male;Total;2018;1147;;;;;
Sri Lanka;Labour inspectorate records;Male;Permanent incapacity;2018;75;;;;;
Sri Lanka;Labour inspectorate records;Male;Temporary incapacity;2018;1072;;;;;
Sri Lanka;Labour inspectorate records;Female;Total;2018;345;;;;;
Sri Lanka;Labour inspectorate records;Female;Permanent incapacity;2018;26;;;;;
Sri Lanka;Labour inspectorate records;Female;Temporary incapacity;2018;319;;;;;
Sri Lanka;Labour inspectorate records;Total;Total;2019;1461;;;;;
Sri Lanka;Labour inspectorate records;Total;Permanent incapacity;2019;80;;;;;
Sri Lanka;Labour inspectorate records;Total;Temporary incapacity;2019;1381;;;;;
Sri Lanka;Labour inspectorate records;Male;Total;2019;1102;;;;;
Sri Lanka;Labour inspectorate records;Male;Permanent incapacity;2019;58;;;;;
Sri Lanka;Labour inspectorate records;Male;Temporary incapacity;2019;1044;;;;;
Sri Lanka;Labour inspectorate records;Female;Total;2019;359;;;;;
Sri Lanka;Labour inspectorate records;Female;Permanent incapacity;2019;22;;;;;
Sri Lanka;Labour inspectorate records;Female;Temporary incapacity;2019;337;;;;;
Sweden;Other administrative records and related sources;Total;Total;2010;34201;;0;0;0;34201
Sweden;Other administrative records and related sources;Total;Permanent incapacity;2010;524;;0;0;0;524
Sweden;Other administrative records and related sources;Total;Temporary incapacity;2010;33677;;0;0;0;33677
Sweden;Other administrative records and related sources;Male;Total;2010;20254;;0;0;0;20254
Sweden;Other administrative records and related sources;Male;Permanent incapacity;2010;389;;0;0;0;389
Sweden;Other administrative records and related sources;Male;Temporary incapacity;2010;19865;;0;0;0;19865
Sweden;Other administrative records and related sources;Female;Total;2010;13947;;0;0;0;13947
Sweden;Other administrative records and related sources;Female;Permanent incapacity;2010;135;;0;0;0;135
Sweden;Other administrative records and related sources;Female;Temporary incapacity;2010;13812;;0;0;0;13812
Sweden;Other administrative records and related sources;Total;Total;2011;34590;;0;0;0;34590
Sweden;Other administrative records and related sources;Total;Permanent incapacity;2011;349;;0;0;0;349
Sweden;Other administrative records and related sources;Total;Temporary incapacity;2011;34241;;0;0;0;34241
Sweden;Other administrative records and related sources;Male;Total;2011;20796;;0;0;0;20796
Sweden;Other administrative records and related sources;Male;Permanent incapacity;2011;250;;0;0;0;250
Sweden;Other administrative records and related sources;Male;Temporary incapacity;2011;20546;;0;0;0;20546
Sweden;Other administrative records and related sources;Female;Total;2011;13794;;0;0;0;13794
Sweden;Other administrative records and related sources;Female;Permanent incapacity;2011;99;;0;0;0;99
Sweden;Other administrative records and related sources;Female;Temporary incapacity;2011;13695;;0;0;0;13695
Sweden;Other administrative records and related sources;Total;Total;2013;30480;;;;;
Sweden;Other administrative records and related sources;Male;Total;2013;17554;;;;;
Sweden;Other administrative records and related sources;Female;Total;2013;12926;;;;;
Sweden;Other administrative records and related sources;Total;Total;2014;35296;;0;0;0;35296
Sweden;Other administrative records and related sources;Total;Permanent incapacity;2014;1636;;0;0;0;1636
Sweden;Other administrative records and related sources;Total;Temporary incapacity;2014;33660;;0;0;0;33660
Sweden;Other administrative records and related sources;Male;Total;2014;19596;;0;0;0;19596
Sweden;Other administrative records and related sources;Male;Permanent incapacity;2014;956;;0;0;0;956
Sweden;Other administrative records and related sources;Male;Temporary incapacity;2014;18640;;0;0;0;18640
Sweden;Other administrative records and related sources;Female;Total;2014;15700;;0;0;0;15700
Sweden;Other administrative records and related sources;Female;Permanent incapacity;2014;680;;0;0;0;680
Sweden;Other administrative records and related sources;Female;Temporary incapacity;2014;15020;;0;0;0;15020
Sweden;Other administrative records and related sources;Total;Total;2015;36362;;0;0;0;36362
Sweden;Other administrative records and related sources;Total;Permanent incapacity;2015;1574;;0;0;0;1574
Sweden;Other administrative records and related sources;Total;Temporary incapacity;2015;34788;;0;0;0;34788
Sweden;Other administrative records and related sources;Male;Total;2015;20082;;0;0;0;20082
Sweden;Other administrative records and related sources;Male;Permanent incapacity;2015;882;;0;0;0;882
Sweden;Other administrative records and related sources;Male;Temporary incapacity;2015;19200;;0;0;0;19200
Sweden;Other administrative records and related sources;Female;Total;2015;16280;;0;0;0;16280
Sweden;Other administrative records and related sources;Female;Permanent incapacity;2015;692;;0;0;0;692
Sweden;Other administrative records and related sources;Female;Temporary incapacity;2015;15588;;0;0;0;15588
Sweden;Other administrative records and related sources;Total;Total;2016;33623;;;;;
Sweden;Other administrative records and related sources;Male;Total;2016;19482;;;;;
Sweden;Other administrative records and related sources;Female;Total;2016;14141;;;;;
Switzerland;Other administrative records and related sources;Total;Total;2010;79191;;48138;18233;12820;0
Switzerland;Other administrative records and related sources;Total;Permanent incapacity;2010;1464;;785;380;299;0
Switzerland;Other administrative records and related sources;Total;Temporary incapacity;2010;77727;;47353;17853;12521;0
Switzerland;Other administrative records and related sources;Male;Total;2010;63264;;37012;15576;10676;0
Switzerland;Other administrative records and related sources;Male;Permanent incapacity;2010;1162;;586;327;249;0
Switzerland;Other administrative records and related sources;Male;Temporary incapacity;2010;62102;;36426;15249;10427;0
Switzerland;Other administrative records and related sources;Female;Total;2010;15927;;11126;2657;2144;0
Switzerland;Other administrative records and related sources;Female;Permanent incapacity;2010;302;;199;53;50;0
Switzerland;Other administrative records and related sources;Female;Temporary incapacity;2010;15625;;10927;2604;2094;0
Switzerland;Other administrative records and related sources;Total;Total;2011;84208;;50792;19988;12419;1009
Switzerland;Other administrative records and related sources;Total;Permanent incapacity;2011;1320;;650;374;281;15
Switzerland;Other administrative records and related sources;Total;Temporary incapacity;2011;82888;;50142;19614;12138;994
Switzerland;Other administrative records and related sources;Male;Total;2011;66957;;38772;17064;10298;823
Switzerland;Other administrative records and related sources;Male;Permanent incapacity;2011;1068;;499;318;238;13
Switzerland;Other administrative records and related sources;Male;Temporary incapacity;2011;65889;;38273;16746;10060;810
Switzerland;Other administrative records and related sources;Female;Total;2011;17251;;12020;2924;2121;186
Switzerland;Other administrative records and related sources;Female;Permanent incapacity;2011;252;;151;56;43;2
Switzerland;Other administrative records and related sources;Female;Temporary incapacity;2011;16999;;11869;2868;2078;184
Switzerland;Other administrative records and related sources;Total;Total;2012;85426;;51825;20779;12032;790
Switzerland;Other administrative records and related sources;Total;Permanent incapacity;2012;1430;;726;418;270;16
Switzerland;Other administrative records and related sources;Total;Temporary incapacity;2012;83996;;51099;20361;11762;774
Switzerland;Other administrative records and related sources;Male;Total;2012;67930;;39565;17747;10002;616
Switzerland;Other administrative records and related sources;Male;Permanent incapacity;2012;1156;;542;365;233;16
Switzerland;Other administrative records and related sources;Male;Temporary incapacity;2012;66774;;39023;17382;9769;600
Switzerland;Other administrative records and related sources;Female;Total;2012;17496;;12260;3032;2030;174
Switzerland;Other administrative records and related sources;Female;Permanent incapacity;2012;274;;184;53;37;0
Switzerland;Other administrative records and related sources;Female;Temporary incapacity;2012;17222;;12076;2979;1993;174
Switzerland;Other administrative records and related sources;Total;Total;2013;86038;;51435;21829;12195;579
Switzerland;Other administrative records and related sources;Total;Permanent incapacity;2013;1396;;657;438;292;9
Switzerland;Other administrative records and related sources;Total;Temporary incapacity;2013;84642;;50778;21391;11903;570
Switzerland;Other administrative records and related sources;Male;Total;2013;68060;;39052;18523;10042;443
Switzerland;Other administrative records and related sources;Male;Permanent incapacity;2013;1132;;495;381;249;7
Switzerland;Other administrative records and related sources;Male;Temporary incapacity;2013;66928;;38557;18142;9793;436
Switzerland;Other administrative records and related sources;Female;Total;2013;17978;;12383;3306;2153;136
Switzerland;Other administrative records and related sources;Female;Permanent incapacity;2013;264;;162;57;43;2
Switzerland;Other administrative records and related sources;Female;Temporary incapacity;2013;17714;;12221;3249;2110;134
Switzerland;Other administrative records and related sources;Total;Total;2014;86346;;50963;22687;12203;493
Switzerland;Other administrative records and related sources;Total;Permanent incapacity;2014;1527;;714;479;322;12
Switzerland;Other administrative records and related sources;Total;Temporary incapacity;2014;84819;;50249;22208;11881;481
Switzerland;Other administrative records and related sources;Male;Total;2014;68492;;38776;19314;10034;368
Switzerland;Other administrative records and related sources;Male;Permanent incapacity;2014;1222;;517;427;270;8
Switzerland;Other administrative records and related sources;Male;Temporary incapacity;2014;67270;;38259;18887;9764;360
Switzerland;Other administrative records and related sources;Female;Total;2014;17854;;12187;3373;2169;125
Switzerland;Other administrative records and related sources;Female;Permanent incapacity;2014;305;;197;52;52;4
Switzerland;Other administrative records and related sources;Female;Temporary incapacity;2014;17549;;11990;3321;2117;121
Switzerland;Other administrative records and related sources;Total;Total;2015;;;49892;22972;11074;1717
Switzerland;Other administrative records and related sources;Total;Permanent incapacity;2015;;;713;540;279;30
Switzerland;Other administrative records and related sources;Total;Temporary incapacity;2015;84093;;49179;22432;10795;1687
Switzerland;Other administrative records and related sources;Male;Total;2015;;;37504;19464;9001;1463
Switzerland;Other administrative records and related sources;Male;Permanent incapacity;2015;;;523;466;238;25
Switzerland;Other administrative records and related sources;Male;Temporary incapacity;2015;66180;;36981;18998;8763;1438
Switzerland;Other administrative records and related sources;Female;Total;2015;18223;;12388;3508;2073;254
Switzerland;Other administrative records and related sources;Female;Permanent incapacity;2015;310;;190;74;41;5
Switzerland;Other administrative records and related sources;Female;Temporary incapacity;2015;17913;;12198;3434;2032;249
Thailand;Insurance records;Total;Total;2010;11;;;;;
Turkey;Insurance records;Total;Temporary incapacity;2010;62903;32;62871;;;
Turkey;Insurance records;Male;Temporary incapacity;2010;59011;22;58989;;;
Turkey;Insurance records;Female;Temporary incapacity;2010;3892;10;3882;;;
Turkey;Insurance records;Total;Temporary incapacity;2011;69227;100;69127;;;
Turkey;Insurance records;Male;Temporary incapacity;2011;65059;75;64984;;;
Turkey;Insurance records;Female;Temporary incapacity;2011;4168;25;4143;;;
Turkey;Insurance records;Total;Temporary incapacity;2012;74871;182;74689;;;
Turkey;Insurance records;Male;Temporary incapacity;2012;69090;125;68965;;;
Turkey;Insurance records;Female;Temporary incapacity;2012;5781;57;5724;;;
Turkey;Insurance records;Total;Temporary incapacity;2013;191468;84;191384;;;
Turkey;Insurance records;Male;Temporary incapacity;2013;170719;63;170656;;;
Turkey;Insurance records;Female;Temporary incapacity;2013;20749;21;20728;;;
Turkey;Insurance records;Total;Temporary incapacity;2014;221463;92;221371;;;
Turkey;Insurance records;Male;Temporary incapacity;2014;193281;54;193227;;;
Turkey;Insurance records;Female;Temporary incapacity;2014;28182;38;28144;;;
Turkey;Insurance records;Total;Temporary incapacity;2015;241684;149;241535;;;
Turkey;Insurance records;Male;Temporary incapacity;2015;207047;125;206922;;;
Turkey;Insurance records;Female;Temporary incapacity;2015;34637;24;34613;;;
Turkey;Insurance records;Total;Temporary incapacity;2016;286265;348;285917;;;
Turkey;Insurance records;Male;Temporary incapacity;2016;241303;282;241021;;;
Turkey;Insurance records;Female;Temporary incapacity;2016;44962;66;44896;;;
Ukraine;Establishment survey;Total;Total;2015;4119;;;;;
Ukraine;Establishment survey;Total;Temporary incapacity;2015;4119;;;;;
Ukraine;Establishment survey;Male;Total;2015;2986;;;;;
Ukraine;Establishment survey;Male;Temporary incapacity;2015;2986;;;;;
Ukraine;Establishment survey;Female;Total;2015;1133;;;;;
Ukraine;Establishment survey;Female;Temporary incapacity;2015;1133;;;;;
Ukraine;Establishment survey;Total;Total;2016;4072;;;;;
Ukraine;Establishment survey;Total;Temporary incapacity;2016;4072;;;;;
Ukraine;Establishment survey;Male;Total;2016;2908;;;;;
Ukraine;Establishment survey;Male;Temporary incapacity;2016;2908;;;;;
Ukraine;Establishment survey;Female;Total;2016;1164;;;;;
Ukraine;Establishment survey;Female;Temporary incapacity;2016;1164;;;;;
Ukraine;Establishment survey;Total;Total;2017;4109;;;;;
Ukraine;Establishment survey;Total;Temporary incapacity;2017;4109;;;;;
Ukraine;Establishment survey;Male;Total;2017;2957;;;;;
Ukraine;Establishment survey;Male;Temporary incapacity;2017;2957;;;;;
Ukraine;Establishment survey;Female;Total;2017;1152;;;;;
Ukraine;Establishment survey;Female;Temporary incapacity;2017;1152;;;;;
Ukraine;Establishment survey;Total;Total;2018;3765;;;;;
Ukraine;Establishment survey;Total;Temporary incapacity;2018;3765;;;;;
Ukraine;Establishment survey;Male;Total;2018;2704;;;;;
Ukraine;Establishment survey;Male;Temporary incapacity;2018;2704;;;;;
Ukraine;Establishment survey;Female;Total;2018;1061;;;;;
Ukraine;Establishment survey;Female;Temporary incapacity;2018;1061;;;;;
Ukraine;Establishment survey;Total;Total;2019;3984;;;;;
Ukraine;Establishment survey;Total;Temporary incapacity;2019;3984;;;;;
Ukraine;Establishment survey;Male;Total;2019;2819;;;;;
Ukraine;Establishment survey;Male;Temporary incapacity;2019;2819;;;;;
Ukraine;Establishment survey;Female;Total;2019;1165;;;;;
Ukraine;Establishment survey;Female;Temporary incapacity;2019;1165;;;;;
United Kingdom;Insurance records;Total;Total;2013;243751;;0;0;0;243751
United Kingdom;Insurance records;Total;Permanent incapacity;2013;7342;;0;0;0;7342
United Kingdom;Insurance records;Total;Temporary incapacity;2013;236409;;0;0;0;236409
United Kingdom;Insurance records;Male;Total;2013;155302;;0;0;0;155302
United Kingdom;Insurance records;Male;Permanent incapacity;2013;4745;;0;0;0;4745
United Kingdom;Insurance records;Male;Temporary incapacity;2013;150557;;0;0;0;150557
United Kingdom;Insurance records;Female;Total;2013;88449;;0;0;0;88449
United Kingdom;Insurance records;Female;Permanent incapacity;2013;2597;;0;0;0;2597
United Kingdom;Insurance records;Female;Temporary incapacity;2013;85852;;0;0;0;85852
United Kingdom;Insurance records;Total;Total;2014;244907;;362;51;35;244459
United Kingdom;Insurance records;Total;Permanent incapacity;2014;6904;;2;0;2;6900
United Kingdom;Insurance records;Total;Temporary incapacity;2014;238003;;360;51;33;237559
United Kingdom;Insurance records;Male;Total;2014;156842;;325;41;35;156441
United Kingdom;Insurance records;Male;Permanent incapacity;2014;4449;;0;0;2;4447
United Kingdom;Insurance records;Male;Temporary incapacity;2014;152393;;325;41;33;151994
United Kingdom;Insurance records;Female;Total;2014;88065;;37;10;0;88018
United Kingdom;Insurance records;Female;Permanent incapacity;2014;2455;;2;0;0;2453
United Kingdom;Insurance records;Female;Temporary incapacity;2014;85610;;35;10;0;85565
United Kingdom;Insurance records;Total;Total;2015;236763;;0;0;0;236763
United Kingdom;Insurance records;Total;Permanent incapacity;2015;6780;;0;0;0;6780
United Kingdom;Insurance records;Total;Temporary incapacity;2015;229983;;0;0;0;229983
United Kingdom;Insurance records;Male;Total;2015;151063;;0;0;0;151063
United Kingdom;Insurance records;Male;Permanent incapacity;2015;4248;;0;0;0;4248
United Kingdom;Insurance records;Male;Temporary incapacity;2015;146815;;0;0;0;146815
United Kingdom;Insurance records;Female;Total;2015;85700;;0;0;0;85700
United Kingdom;Insurance records;Female;Permanent incapacity;2015;2532;;0;0;0;2532
United Kingdom;Insurance records;Female;Temporary incapacity;2015;83168;;0;0;0;83168
United States;Establishment survey;Total;Total;2011;1192;;;;;
United States;Establishment survey;Male;Total;2011;726;;;;;
United States;Establishment survey;Female;Total;2011;461;;;;;
United States;Establishment survey;Total;Total;2012;1167;;;;;
United States;Establishment survey;Male;Total;2012;711;;;;;
United States;Establishment survey;Female;Total;2012;451;;;;;
United States;Establishment survey;Total;Total;2013;1162;;;;;
United States;Establishment survey;Male;Total;2013;705;;;;;
United States;Establishment survey;Female;Total;2013;453;;;;;
United States;Establishment survey;Total;Total;2014;1157;;;;;
United States;Establishment survey;Male;Total;2014;699;;;;;
United States;Establishment survey;Female;Total;2014;458;;;;;
Uruguay;Insurance records;Total;Total;2016;34009;;;;;
Uruguay;Insurance records;Total;Total;2018;32751;;;;;
Uzbekistan;Official estimate;Total;Total;2015;242;;242;;;
Uzbekistan;Official estimate;Total;Temporary incapacity;2015;242;;242;;;
Uzbekistan;Official estimate;Male;Total;2015;219;;219;;;
Uzbekistan;Official estimate;Male;Temporary incapacity;2015;219;;219;;;
Uzbekistan;Official estimate;Female;Total;2015;23;;23;;;
Uzbekistan;Official estimate;Female;Temporary incapacity;2015;23;;23;;;
Uzbekistan;Official estimate;Total;Total;2016;274;;274;;;
Uzbekistan;Official estimate;Total;Temporary incapacity;2016;274;;274;;;
Uzbekistan;Official estimate;Male;Total;2016;249;;249;;;
Uzbekistan;Official estimate;Male;Temporary incapacity;2016;249;;249;;;
Uzbekistan;Official estimate;Female;Total;2016;25;;25;;;
Uzbekistan;Official estimate;Female;Temporary incapacity;2016;25;;25;;;
Uzbekistan;Official estimate;Total;Total;2017;233;;233;;;
Uzbekistan;Official estimate;Total;Temporary incapacity;2017;233;;233;;;
Uzbekistan;Official estimate;Male;Total;2017;206;;206;;;
Uzbekistan;Official estimate;Male;Temporary incapacity;2017;206;;206;;;
Uzbekistan;Official estimate;Female;Total;2017;27;;27;;;
Uzbekistan;Official estimate;Female;Temporary incapacity;2017;27;;27;;;
Uzbekistan;Official estimate;Total;Total;2018;231;;231;;;
Uzbekistan;Official estimate;Total;Temporary incapacity;2018;231;;231;;;
Uzbekistan;Official estimate;Male;Total;2018;217;;217;;;
Uzbekistan;Official estimate;Male;Temporary incapacity;2018;217;;217;;;
Uzbekistan;Official estimate;Female;Total;2018;14;;14;;;
Uzbekistan;Official estimate;Female;Temporary incapacity;2018;14;;14;;;
Uzbekistan;Official estimate;Total;Total;2019;237;;237;;;
Uzbekistan;Official estimate;Total;Temporary incapacity;2019;237;;237;;;
Uzbekistan;Official estimate;Male;Total;2019;224;;224;;;
Uzbekistan;Official estimate;Male;Temporary incapacity;2019;224;;224;;;
Uzbekistan;Official estimate;Female;Total;2019;13;;13;;;
Uzbekistan;Official estimate;Female;Temporary incapacity;2019;13;;13;;;
